Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId
141,S,-62.18217025699937,-33.86641293882906,103.45871,BC,19/20,691
143,N,-62.14275076032289,-33.88043410016295,98.923996,BC,19/20,693
144,A,-62.144765444541335,-33.88177985667162,98.923996,BC,19/20,694
146,S,-62.14146553073526,-33.88390418624725,99.166595,BC,19/20,696
148,S,-62.136116196775944,-33.88675897119544,98.998642,BC,19/20,698
150,P,-62.1342404562967,-33.888392980196286,98.60675,BC,19/20,700
151,M,-62.152343667650385,-33.87181594912007,102.077766,BC,19/20,701
153,M,-62.14631119364,-33.8724023762824,101.685883,BC,19/20,703
156,s,-62.145801733262914,-33.87494030968054,100.510216,BC,19/20,706
157,N,-62.14209656688415,-33.875411357197095,100.631516,BC,19/20,707
158,s,-62.14495649218275,-33.875113347845875,100.631516,BC,19/20,708
161,P,-62.17158737553008,-33.8154809475918,101.359306,BC,19/20,711
162,P,-62.173092599371444,-33.81292200703044,101.359306,BC,19/20,712
163,S,-62.1814755383034,-33.820569740980176,100.463562,BC,19/20,713
167,S,-62.14523437966117,-33.80012615605595,101.919151,BC,19/20,717
168,S,-62.1499584667941,-33.798278777411824,101.919151,BC,19/20,718
170,S,-62.153594161303246,-33.80158863587024,101.947144,BC,19/20,720
171,M,-62.15296891447683,-33.80634152266798,102.077766,BC,19/20,721
173,S,-62.16010135975593,-33.80997816869702,100.91143,BC,19/20,723
174,N,-62.16197710023518,-33.80801555353172,100.91143,BC,19/20,724
179,S,-62.201043448241165,-33.86302867280632,108.973152,BC,19/20,729
180,S,-62.20192342525612,-33.86518231216011,108.973152,BC,19/20,730
184,M,-62.19198894790311,-33.82207034813988,101.27533,BC,19/20,734
185,M,-62.19562464241226,-33.826783622454094,102.096428,BC,19/20,735
187,M,-62.199677168139026,-33.82851496409666,103.328079,BC,19/20,737
188,P,-62.20282655956097,-33.82734150303402,103.328079,BC,19/20,738
190,S,-62.2106537235361,-33.832708512982165,105.614105,BC,19/20,740
192,P,-62.05789087160448,-33.83252096186452,105.698082,BC,19/20,742
193,N,-62.055575142617755,-33.82521095674275,103.981232,BC,19/20,743
194,P,-62.05242575119581,-33.827865715089246,103.981232,BC,19/20,744
196,P,-62.04774797864263,-33.82694233023091,105.511467,BC,19/20,746
197,M,-62.04478384553963,-33.82182505838521,104.233162,BC,19/20,747
199,X,-62.07729668051321,-33.84944699485444,105.595444,BC,19/20,749
201,X,-62.07488832236702,-33.846023590485494,106.845757,BC,19/20,751
202,s,-62.07062738103145,-33.848023798462556,106.845757,BC,19/20,752
204,s,-62.06696852923243,-33.84310012536146,108.273346,BC,19/20,754
205,X,-62.066598012594554,-33.83729136497135,107.377602,BC,19/20,755
206,S,-62.06307810453473,-33.839714935519645,107.377602,BC,19/20,756
208,m,-62.0007849947919,-33.80358507290333,101.480606,BC,19/20,758
209,U,-61.994069380730416,-33.79538735735994,100.958084,BC,19/20,759
210,S,-61.99133682052607,-33.798350941388456,100.958084,BC,19/20,760
211,X,-61.98920634985829,-33.793347428216336,101.872498,BC,19/20,761
212,P,-61.98642747507423,-33.79515642442523,101.872498,BC,19/20,762
214,P,-61.98110129840477,-33.7926931010247,101.023399,BC,19/20,764
215,S,-62.040245016725656,-33.82009358128213,102.24572,BC,19/20,765
217,S,-62.035567244172476,-33.81728466608763,102.712257,BC,19/20,767
219,S,-62.03181576321399,-33.8152837387296,103.365402,BC,19/20,769
220,S,-62.03024106750303,-33.8182851122135,103.365402,BC,19/20,770
221,S,-62.029546348806996,-33.81432173776152,102.684265,BC,19/20,771
222,S,-62.02611906990666,-33.81609181118188,102.684265,BC,19/20,772
223,X,-62.1206702844345,-33.90174262222331,104.139854,BC,19/20,773
225,S,-62.12083238546357,-33.905740380477205,103.402725,BC,19/20,775
227,X,-62.116270399359735,-33.913504721388804,107.097679,BC,19/20,777
228,S,-62.12013766676756,-33.915119000480644,107.097679,BC,19/20,778
230,S,-62.11571462440292,-33.92126835497485,105.418159,BC,19/20,780
231,P,-62.12928479626512,-33.893631209797775,101.583244,BC,19/20,781
233,S,-62.127594314104805,-33.89499598009328,102.068436,BC,19/20,783
234,S,-62.13004898683073,-33.89572641156047,102.068436,BC,19/20,784
236,S,-62.128867965047505,-33.897936889726616,101.368637,BC,19/20,786
237,N,-62.12298601342123,-33.89653372327178,103.281425,BC,19/20,787
238,M,-62.121596576029205,-33.897936889726616,103.281425,BC,19/20,788
243,X,-62.083132317559745,-33.86198548421543,106.929733,BC,19/20,793
244,M,-62.085873,-33.862328,106.929733,BC,19/20,794
245,X,-62.08192813848665,-33.852677947296456,105.912682,BC,19/20,795
246,S,-62.07813034294843,-33.85656262116124,105.912682,BC,19/20,796
249,B,-62.10038449851082,-33.93195180289746,107.368271,BC,19/20,799
250,S,-62.10455281068691,-33.93427662031858,107.368271,BC,19/20,800
256,m,-61.97600669463397,-33.7906915985705,101.480606,BC,19/20,806
257,M,-61.97299624695123,-33.783301030338016,102.37635,BC,19/20,807
258,B,-61.97017105758744,-33.786765438619256,102.37635,BC,19/20,808
259,S,-62.28209975209888,-33.65582904126492,112.789406,BC,19/20,809
260,M,-62.283767076969326,-33.6606092826971,112.789406,BC,19/20,810
262,M,-62.14669039426184,-33.683952512464856,113.741135,BC,19/20,812
264,S,-62.13467176082072,-33.68605285148026,112.22023,BC,19/20,814
265,S,-62.093961245234105,-33.68992581912557,106.780441,BC,19/20,815
267,S,-62.30414549205248,-33.645997871529985,113.451881,BC,19/20,817
268,B,-62.305699925135364,-33.64836420175767,113.451881,BC,19/20,818
269,M,-62.30145924642788,-33.648581071946204,114.89814,BC,19/20,819
270,B,-62.302570796341506,-33.65181960175592,114.89814,BC,19/20,820
271,S,-62.29854142790461,-33.65012324419521,114.590225,BC,19/20,821
272,P,-62.30030138193452,-33.65386289715375,114.590225,BC,19/20,822
275,X,-61.89389058293203,-33.60578592278622,106.052643,BC,19/20,825
276,S,-61.887591800088195,-33.60185130451472,106.052643,BC,19/20,826
278,s,-61.78419450083181,-33.832435902487894,103.701309,BC,19/20,828
280,S,-61.77099484560758,-33.83495578819747,100.799461,BC,19/20,830
281,S,-61.7508016888435,-33.834244072280484,100.053009,BC,19/20,831
282,S,-61.7525616428734,-33.83803341042636,100.053009,BC,19/20,832
285,S,-61.66887119729383,-33.8500158460702,103.533356,BC,19/20,835
286,s,-61.671580600208266,-33.85265060250831,103.533356,BC,19/20,836
287,M,-61.66136823537689,-33.8512274594886,102.908203,BC,19/20,837
288,M,-61.66296608837772,-33.85518912307904,102.908203,BC,19/20,838
289,s,-61.51881195895525,-33.83335922801195,102.255051,BC,19/20,839
290,X,-61.51719094866455,-33.83697549028494,102.255051,BC,19/20,840
291,P,-61.69330213810358,-33.845476950981045,106.463196,BC,19/20,841
293,S,-61.69019906126139,-33.84630397101798,106.341896,BC,19/20,843
294,S,-61.69089377995742,-33.848323404909436,106.341896,BC,19/20,844
296,S,-61.686957040680014,-33.84936195232367,107.452248,BC,19/20,846
298,X,-61.68299714411275,-33.85024663090338,106.911072,BC,19/20,848
299,M,-61.89429040801498,-33.808559125474886,95.966164,BC,19/20,849
303,P,-61.879631843529026,-33.81192630834289,103.514694,BC,19/20,853
304,M,-61.88287386411044,-33.813273144383096,103.514694,BC,19/20,854
311,S,-61.91351095860478,-33.80546120019464,101.293991,BC,19/20,861
313,M,-61.90570695191952,-33.80655799401993,101.965805,BC,19/20,863
314,S,-61.906540614354746,-33.80892471174212,101.965805,BC,19/20,864
315,M,-61.823214534257815,-33.821547603562195,60.42556,BC,19/20,865
316,S,-61.82603972362159,-33.82487579966485,60.42556,BC,19/20,866
317,M,-61.81193693409254,-33.82352914632437,98.634743,BC,19/20,867
318,S,-61.81596630252941,-33.82654946782859,98.634743,BC,19/20,868
319,S,-61.80038144644889,-33.82452951940288,103.691978,BC,19/20,869
320,S,-61.8050823762919,-33.828800211291295,103.691978,BC,19/20,870
321,S,-61.79711626857763,-33.824856561909314,103.608002,BC,19/20,871
323,B,-61.87367426887814,-33.81263971319913,103.934578,BC,19/20,873
326,M,-61.865383959105735,-33.813794135761746,102.115089,BC,19/20,876
327,P,-61.85943253560988,-33.81496778272974,101.919151,BC,19/20,877
329,s,-61.84891912601022,-33.81675708236322,102.096428,BC,19/20,879
330,S,-61.8507717091996,-33.81958525383016,102.096428,BC,19/20,880
332,S,-61.36921586641401,-33.74401981967528,94.174675,BC,19/20,882
335,S,-61.35462677379777,-33.73077071979673,93.661484,BC,19/20,885
336,S,-61.34981005750541,-33.73500757310387,93.661484,BC,19/20,886
341,s,-61.38060925302861,-33.75341619655122,92.635109,BC,19/20,891
342,M,-61.376394626272806,-33.75133675923955,92.635109,BC,19/20,892
343,M,-61.382091319580105,-33.75152930184996,92.64444,BC,19/20,893
345,S,-61.3788492989987,-33.743711724313215,95.378334,BC,19/20,895
350,S,-61.33813878341241,-33.69463341955463,101.070053,BC,19/20,900
351,M,-61.353978369681485,-33.69012482184493,90.71299,BC,19/20,901
352,X,-61.348050103475515,-33.68735018260945,90.71299,BC,19/20,902
353,P,-61.36912323725455,-33.678852292770216,89.070786,BC,19/20,903
354,P,-61.36497808236834,-33.67586530658904,89.070786,BC,19/20,904
355,s,-61.33535990862836,-33.71925312504546,99.94104,BC,19/20,905
356,s,-61.33137685477123,-33.72441504758912,99.94104,BC,19/20,906
358,X,-61.31752879543072,-33.709660370089814,105.54879,BC,19/20,908
359,s,-61.32697696969648,-33.71046943899618,105.940674,BC,19/20,909
361,S,-61.337768266774546,-33.70233987639476,103.132141,BC,19/20,911
365,N,-61.42169028525278,-33.81285135850187,88.949486,BC,19/20,915
366,X,-61.42006927496208,-33.81893112724675,88.949486,BC,19/20,916
369,S,-61.394364683209645,-33.80757931049758,92.457825,BC,19/20,919
370,X,-61.39269735833921,-33.811812367446144,92.457825,BC,19/20,920
371,B,-61.49991561042372,-33.828665553092435,100.762138,BC,19/20,921
372,P,-61.49885037508983,-33.833705472512214,100.762138,BC,19/20,922
373,S,-61.47120057098855,-33.82185541904243,96.675301,BC,19/20,923
374,X,-61.46967218985733,-33.82778065108074,96.675301,BC,19/20,924
379,S,-61.36162027533762,-33.77952039503532,94.725182,BC,19/20,929
382,S,-61.359767692148246,-33.7732838316921,94.58522,BC,19/20,932
383,s,-61.36926218099374,-33.7701268796449,90.918259,BC,19/20,933
385,S,-61.37560727841731,-33.76154092176809,89.546654,BC,19/20,935
386,s,-61.370697932965506,-33.758653074474445,89.546654,BC,19/20,936
387,S,-61.38399021734921,-33.80615541699841,90.255783,BC,19/20,937
388,M,-61.38167448836249,-33.809349523427606,90.255783,BC,19/20,938
393,s,-61.359536119249576,-33.782446033711885,96.693962,BC,19/20,943
394,S,-61.35434888631935,-33.779982344628124,96.693962,BC,19/20,944
395,P,-61.407842225912255,-33.643579966674984,84.480087,BC,19/20,945
397,P,-61.39723618715313,-33.63806615465207,88.370987,BC,19/20,947
398,P,-61.3943183686299,-33.641112290259024,88.370987,BC,19/20,948
399,S,-61.386861721292696,-33.63216637039855,85.469139,BC,19/20,949
400,P,-61.383527071551846,-33.63621528545374,85.469139,BC,19/20,950
401,S,-61.38056293844886,-33.630161122944465,84.955948,BC,19/20,951
402,S,-61.3785714115203,-33.63436437647563,84.955948,BC,19/20,952
403,P,-61.39065951683091,-33.66543894819558,85.329178,BC,19/20,953
405,P,-61.39695829967475,-33.66108301570009,86.458191,BC,19/20,955
406,P,-61.39019637103357,-33.656688311649766,86.458191,BC,19/20,956
410,P,-61.40381285747541,-33.64893920777065,82.697922,BC,19/20,960
411,S,-61.34119554567487,-33.616817326255465,91.272827,BC,19/20,961
413,M,-61.315583583081896,-33.60713599552388,89.070786,BC,19/20,963
414,S,-61.310303720992195,-33.611880369158634,89.070786,BC,19/20,964
416,M,-61.36828957481932,-33.63097094003581,84.965279,BC,19/20,966
417,M,-61.36639067705022,-33.625340625584165,87.895119,BC,19/20,967
419,M,-61.35717407568314,-33.62163830048695,89.677277,BC,19/20,969
420,S,-61.35481203211669,-33.625340625584165,89.677277,BC,19/20,970
421,S,-61.35277419060839,-33.62036558949253,88.417633,BC,19/20,971
422,S,-61.35027320330274,-33.62391370662813,88.417633,BC,19/20,972
423,S,-61.739964077185725,-33.83668696433732,100.967415,BC,19/20,973
426,M,-61.720882470335255,-33.84395752121233,107.246971,BC,19/20,976
427,M,-61.711943756446566,-33.841841814505315,109.738266,BC,19/20,977
430,M,-61.69758623672899,-33.847515637080896,108.1054,BC,19/20,980
431,S,-61.790863800313524,-33.826549467828585,102.133751,BC,19/20,981
2,s,-61.38612009776426,-33.486793753828636,92.16997649999996,BCR,19/20,984
3,M,-61.38332991964006,-33.491026600097484,92.16997649999996,BCR,19/20,985
5,S,-61.392515847728134,-33.49082193238621,90.7299764999999,BCR,19/20,987
6,S,-61.392167278597015,-33.49652224740373,90.96997649999992,BCR,19/20,988
8,S,-61.399806952828555,-33.49446881638272,90.4899764999999,BCR,19/20,990
9,S,-61.40208128522312,-33.49569620931254,91.20997649999993,BCR,19/20,991
10,S,-61.404058467224445,-33.496433732530704,91.44997649999993,BCR,19/20,992
11,M,-61.40342960639117,-33.502758587139056,91.44997649999993,BCR,19/20,993
13,M,-61.40982920725207,-33.5067148226309,90.7299764999999,BCR,19/20,995
14,M,-61.41916142446013,-33.50482981034742,89.28997650000008,BCR,19/20,996
16,N,-61.42514621842321,-33.50884697400858,87.1199765,BCR,19/20,998
18,N,-61.4450235981605,-33.51754051518259,85.19997649999993,BCR,19/20,1000
20,U,-61.46576267680604,-33.52742031429602,91.20997649999993,BCR,19/20,1002
21,N,-61.469000999696334,-33.52587999956228,91.68997649999994,BCR,19/20,1003
24,P,-61.483113449026405,-33.52316338778007,96.7399764999999,BCR,19/20,1006
28,S,-61.48477395185637,-33.495303751466906,116.92997649999995,BCR,19/20,1010
30,U,-61.490169211439934,-33.45821861509694,114.03997650000008,BCR,19/20,1012
31,S,-61.509838930522164,-33.46529329654834,99.3799765,BCR,19/20,1013
33,S,-61.52022068173903,-33.46342002941077,98.17997649999995,BCR,19/20,1015
39,s,-61.53600654366704,-33.47306674763223,94.32997650000004,BCR,19/20,1021
41,S,-61.54183913726632,-33.47460936642909,94.32997650000004,BCR,19/20,1023
42,s,-61.540673384768866,-33.47986871776709,93.1299765,BCR,19/20,1024
44,N,-61.5525621218444,-33.4789246994153,91.44997649999993,BCR,19/20,1026
45,N,-61.5588360001812,-33.48642999964471,92.6499765,BCR,19/20,1027
47,N,-61.58288000820579,-33.49865435381531,90.96997649999992,BCR,19/20,1029
48,s,-61.6021918339859,-33.51779538754704,95.05997650000006,BCR,19/20,1030
50,S,-61.61194574869728,-33.52047340762164,99.6199765,BCR,19/20,1032
51,M,-61.61629437908226,-33.52405797849286,100.33997650000003,BCR,19/20,1033
52,M,-61.61993738700079,-33.51970771044245,101.53997650000008,BCR,19/20,1034
53,s,-61.62109519488729,-33.527539868370184,99.6199765,BCR,19/20,1035
54,M,-61.625175119536095,-33.5235210859293,98.65997649999997,BCR,19/20,1036
57,S,-61.641005925083334,-33.537854485196306,107.06997650000005,BCR,19/20,1039
61,s,-61.651933498232324,-33.54399364958721,104.90997649999997,BCR,19/20,1043
62,M,-61.67009887905999,-33.552095107702996,102.2699765000001,BCR,19/20,1044
63,S,-61.67501208404042,-33.54898040652051,102.50997649999988,BCR,19/20,1045
64,N,-61.68121439972475,-33.5512335454917,103.94997649999993,BCR,19/20,1046
65,M,-61.68157705044047,-33.557528823196606,105.38997649999999,BCR,19/20,1047
70,s,-61.69764248551223,-33.56062093970456,103.70997649999993,BCR,19/20,1052
73,S,-61.70706085417504,-33.566762111382275,105.1499765,BCR,19/20,1055
75,S,-61.714056265783995,-33.56984782921393,102.0199765000001,BCR,19/20,1057
78,s,-61.733975460399165,-33.58820680619908,103.94997649999993,BCR,19/20,1060
79,s,-61.742362122314034,-33.58480809281917,104.90997649999997,BCR,19/20,1061
80,N,-61.741152681650874,-33.591190246832355,106.82997650000004,BCR,19/20,1062
81,M,-61.749497070033726,-33.58835513228348,107.30997650000006,BCR,19/20,1063
82,M,-61.75269610154379,-33.59848652573254,112.1199765,BCR,19/20,1064
83,M,-61.758653288118694,-33.594329078624014,115.4799764999999,BCR,19/20,1065
84,P,-61.761218809300544,-33.59619664945575,116.92997649999995,BCR,19/20,1066
85,s,-61.7642486855284,-33.59691755949774,117.40997649999997,BCR,19/20,1067
86,S,-61.76112860190341,-33.601709141063964,116.67997649999995,BCR,19/20,1068
87,S,-61.767006096853834,-33.59869731422964,117.40997649999997,BCR,19/20,1069
88,M,-61.77153822221112,-33.59992668836594,118.3699765,BCR,19/20,1070
89,M,-61.76980584196599,-33.6078113361242,119.80997650000006,BCR,19/20,1071
90,M,-61.775226897703135,-33.611997898783954,119.32997650000004,BCR,19/20,1072
91,s,-61.78334995033987,-33.607192010802635,119.32997650000004,BCR,19/20,1073
92,M,-61.780566673613066,-33.6148198562513,117.6499765,BCR,19/20,1074
99,s,-61.79837482214032,-33.62325132328988,118.1299765,BCR,19/20,1081
101,P,-61.81537052403041,-33.63129091524348,110.67997649999995,BCR,19/20,1083
102,P,-61.81849794702259,-33.6278980033901,110.91997649999996,BCR,19/20,1084
104,M,-61.81847838317083,-33.63273187467621,108.74997649999989,BCR,19/20,1086
105,S,-61.82569056107047,-33.6299359921523,107.78997650000008,BCR,19/20,1087
106,s,-61.82266962050653,-33.63617186064283,107.30997650000006,BCR,19/20,1088
107,S,-61.82620458657237,-33.638246096580076,108.2699765000001,BCR,19/20,1089
108,s,-61.835922941190745,-33.63511815557837,107.78997650000008,BCR,19/20,1090
109,M,-61.84409590620106,-33.647732838000024,106.58997650000003,BCR,19/20,1091
110,U,-61.85584319071063,-33.64254009764733,109.95997649999993,BCR,19/20,1092
113,S,-61.86337600479874,-33.655031112495806,111.3999765,BCR,19/20,1095
114,S,-61.87250832699766,-33.65223364446706,110.43997649999994,BCR,19/20,1096
116,T,-61.87400085715382,-33.66380658910276,111.15997649999997,BCR,19/20,1098
117,S,-61.8865900491914,-33.656844177216954,109.95997649999993,BCR,19/20,1099
118,M,-61.891263759314995,-33.66181888953008,109.95997649999993,BCR,19/20,1100
119,S,-61.88618110947061,-33.66708799671363,109.4799764999999,BCR,19/20,1101
121,s,-61.89674946281741,-33.6727175296902,107.30997650000006,BCR,19/20,1103
122,M,-61.908568912525254,-33.67151332398066,107.78997650000008,BCR,19/20,1104
123,s,-61.90758601378349,-33.67750440870145,107.30997650000006,BCR,19/20,1105
124,N,-61.92431956869308,-33.67773405238455,106.34997650000003,BCR,19/20,1106
125,N,-61.92254799329521,-33.68959015666036,107.30997650000006,BCR,19/20,1107
127,M,-61.940225286867474,-33.689207235225695,111.63997649999999,BCR,19/20,1109
129,M,-61.96409595056764,-33.702493534049324,113.31997650000005,BCR,19/20,1111
131,s,-61.99408236570855,-33.71809781835958,107.78997650000008,BCR,19/20,1113
132,s,-62.01515681953157,-33.737064600351005,111.63997649999999,BCR,19/20,1114
133,M,-62.01782717018773,-33.73800989663937,112.35997650000002,BCR,19/20,1115
134,S,-62.027066233819596,-33.73547275266537,110.19997649999993,BCR,19/20,1116
135,S,-62.02990034832237,-33.7464923399495,111.3999765,BCR,19/20,1117
137,S,-62.04037185367804,-33.75153440069198,111.63997649999999,BCR,19/20,1119
138,s,-62.044965712997225,-33.752938836857766,112.83997650000003,BCR,19/20,1120
140,S,-62.05507752460801,-33.7586057951213,114.27997650000009,BCR,19/20,1122
141,S,-62.060718678624085,-33.75418242747702,114.27997650000009,BCR,19/20,1123
142,s,-62.0602675274244,-33.75970593218295,113.31997650000005,BCR,19/20,1124
144,N,-62.097658681502935,-33.775093029319805,107.78997650000008,BCR,19/20,1126
146,N,-62.10894035911025,-33.78567541568782,104.90997649999997,BCR,19/20,1128
147,N,-62.11445387684489,-33.792968628799144,107.78997650000008,BCR,19/20,1129
148,s,-62.12557262067986,-33.78326494032467,108.9899764999999,BCR,19/20,1130
149,s,-62.12622332154899,-33.79265059974534,110.67997649999995,BCR,19/20,1131
151,M,-62.146739701076285,-33.79392751024636,114.03997650000008,BCR,19/20,1133
153,M,-62.1464374713122,-33.80670658604009,110.43997649999994,BCR,19/20,1135
154,N,-62.15455434110993,-33.802400431534636,110.67997649999995,BCR,19/20,1136
155,N,-62.16312860160366,-33.808205081399365,110.43997649999994,BCR,19/20,1137
157,N,-62.17761013000347,-33.81436823430653,110.67997649999995,BCR,19/20,1139
160,N,-62.202339154328456,-33.82508264744615,113.31997650000005,BCR,19/20,1142
161,s,-62.20417790818385,-33.83566508327692,117.16997649999996,BCR,19/20,1143
162,S,-62.21100806666891,-33.833407188690785,117.40997649999997,BCR,19/20,1144
164,s,-62.20792930149605,-33.84151208221675,116.19997649999993,BCR,19/20,1146
166,M,-62.20864695419357,-33.84621780280929,114.99997649999989,BCR,19/20,1148
168,s,-62.21882458898358,-33.854760043840884,114.75997649999988,BCR,19/20,1150
169,s,-62.21229765940939,-33.857867997410096,114.5199765000001,BCR,19/20,1151
170,M,-62.22396239604768,-33.86367859269285,112.59997650000003,BCR,19/20,1152
171,S,-62.22095678802532,-33.867477487296185,113.07997650000004,BCR,19/20,1153
172,N,-62.221067853398665,-33.87489594988813,113.31997650000005,BCR,19/20,1154
173,S,-62.22939906851218,-33.87933687499674,115.2399764999999,BCR,19/20,1155
174,N,-62.23739957053374,-33.89068536683618,115.4799764999999,BCR,19/20,1156
176,s,-62.226770756665076,-33.89587049172974,116.67997649999995,BCR,19/20,1158
177,S,-62.23388067625217,-33.89695123311287,117.40997649999997,BCR,19/20,1159
179,S,-62.23137937655696,-33.90950277863027,121.00997649999988,BCR,19/20,1161
181,N,-62.24345032976885,-33.92164713450762,112.83997650000003,BCR,19/20,1163
183,S,-62.25382438368831,-33.92434968449032,114.03997650000008,BCR,19/20,1165
184,s,-62.2492670961995,-33.93045920992455,115.95997649999993,BCR,19/20,1166
186,S,-62.26520140562036,-33.937740383811615,114.99997649999989,BCR,19/20,1168
190,s,-62.276241876061704,-33.95893138797311,115.95997649999993,BCR,19/20,1172
194,s,-62.263931770634656,-33.993212798831564,118.84997650000003,BCR,19/20,1176
197,M,-62.26602231128061,-34.009228997819946,117.88997649999999,BCR,19/20,1179
199,s,-62.27760892920867,-34.01284251966649,117.6499765,BCR,19/20,1181
203,s,-62.284262373609636,-34.026626559967724,115.71997649999992,BCR,19/20,1185
206,M,-62.29496241648229,-34.03606407339822,116.67997649999995,BCR,19/20,1188
208,M,-62.32144946342197,-34.051558302273804,115.71997649999992,BCR,19/20,1190
209,N,-62.32050756387292,-34.05804699087588,115.71997649999992,BCR,19/20,1191
211,s,-62.33338621080492,-34.0750868269954,112.35997650000002,BCR,19/20,1193
213,s,-62.341820402789324,-34.07335536046145,113.31997650000005,BCR,19/20,1195
214,M,-62.34226706547264,-34.08082236665888,114.03997650000008,BCR,19/20,1196
216,N,-62.34928810596131,-34.0841092151681,113.31997650000005,BCR,19/20,1198
221,M,-62.37018360638831,-34.09615350078337,111.8799765,BCR,19/20,1203
223,M,-62.380133535534185,-34.10217426403102,111.63997649999999,BCR,19/20,1205
224,S,-62.38865472343667,-34.10316064584708,111.3999765,BCR,19/20,1206
225,S,-62.38587122367801,-34.10807390029021,111.15997649999997,BCR,19/20,1207
226,N,-62.39566757649743,-34.10519668308041,109.95997649999993,BCR,19/20,1208
228,S,-62.40243389480838,-34.11612650633316,110.43997649999994,BCR,19/20,1210
229,s,-62.408425201661714,-34.113652144031164,109.4799764999999,BCR,19/20,1211
230,M,-62.4082077267052,-34.11975149903242,110.19997649999993,BCR,19/20,1212
231,s,-62.416171738734704,-34.12463650756871,110.67997649999995,BCR,19/20,1213
234,M,-62.43639619472856,-34.12822776220145,113.07997650000004,BCR,19/20,1216
235,M,-62.44070353993635,-34.132548313953464,112.59997650000003,BCR,19/20,1217
237,M,-62.437627291965896,-34.14279931004006,114.5199765000001,BCR,19/20,1219
238,S,-62.443820570363016,-34.14247511703297,114.99997649999989,BCR,19/20,1220
242,S,-62.46459130244659,-34.15516070470272,115.4799764999999,BCR,19/20,1224
243,M,-62.48059306192022,-34.16244277971049,115.95997649999993,BCR,19/20,1225
245,N,-62.497847116551156,-34.16829695164296,111.8799765,BCR,19/20,1227
246,S,-62.50977678357168,-34.175588993836925,113.07997650000004,BCR,19/20,1228
247,M,-62.519368474075804,-34.1858611518706,114.75997649999988,BCR,19/20,1229
248,P,-62.5291070760307,-34.18253743385543,114.99997649999989,BCR,19/20,1230
250,M,-62.54333398567485,-34.187376723556895,116.43997649999994,BCR,19/20,1232
251,N,-62.55282565268169,-34.19587035173532,117.16997649999996,BCR,19/20,1233
253,N,-62.57035525239297,-34.20141501479105,116.19997649999993,BCR,19/20,1235
254,S,-62.571045022509736,-34.20753988625671,116.67997649999995,BCR,19/20,1236
258,s,-62.61108088577424,-34.222203427546106,114.03997650000008,BCR,19/20,1240
260,N,-62.651799344364235,-34.244248965717134,110.19997649999993,BCR,19/20,1242
262,S,-62.66604212074725,-34.26048631519126,108.9899764999999,BCR,19/20,1244
266,N,-62.68736396727326,-34.27293394764354,110.43997649999994,BCR,19/20,1248
268,N,-62.69433148101302,-34.29166891139113,109.4799764999999,BCR,19/20,1250
271,s,-62.74746839265214,-34.309101342952545,111.15997649999997,BCR,19/20,1253
272,S,-62.751414328208625,-34.31645249039008,110.19997649999993,BCR,19/20,1254
273,s,-62.76697151052673,-34.30477596543841,112.1199765,BCR,19/20,1255
274,M,-62.768843973670414,-34.31438438872851,112.83997650000003,BCR,19/20,1256
277,N,-62.7881428671995,-34.31000053099967,112.83997650000003,BCR,19/20,1259
278,S,-62.791960070201014,-34.316600801185984,117.6499765,BCR,19/20,1260
279,s,-62.80215576877367,-34.312317826706305,121.00997649999988,BCR,19/20,1261
280,S,-62.797420910146855,-34.32021590314139,122.20997649999993,BCR,19/20,1262
284,S,-62.82580957804953,-34.33320159098059,126.29997650000007,BCR,19/20,1266
285,s,-62.830222732093375,-34.33977763343097,126.77997650000009,BCR,19/20,1267
286,N,-62.83023894866852,-34.34878307208106,126.77997650000009,BCR,19/20,1268
287,N,-62.835791943943036,-34.35494948143338,124.13997649999999,BCR,19/20,1269
288,N,-62.8616878835889,-34.37532678620215,120.28997650000008,BCR,19/20,1270
289,s,-62.11338399477552,-34.375040000495574,114.27997650000009,BCR,19/20,1271
290,s,-62.11314742271537,-34.37142485357407,114.27997650000009,BCR,19/20,1272
292,M,-62.11806414764226,-34.36616142740792,113.79997650000007,BCR,19/20,1274
293,M,-62.10445814073057,-34.36296271875443,112.59997650000003,BCR,19/20,1275
294,s,-62.103341140481234,-34.3542759926429,111.63997649999999,BCR,19/20,1276
296,N,-62.08221043226558,-34.34504742589792,108.9899764999999,BCR,19/20,1278
297,M,-62.06468956407207,-34.342991287018265,109.2299764999999,BCR,19/20,1279
298,M,-62.06750214610713,-34.33718342477516,110.43997649999994,BCR,19/20,1280
299,S,-62.06100014574008,-34.3338099958346,108.9899764999999,BCR,19/20,1281
300,S,-62.055471711849975,-34.333535428317305,107.06997650000005,BCR,19/20,1282
302,S,-62.05774771878214,-34.321976995142165,110.67997649999995,BCR,19/20,1284
303,M,-62.05110171087523,-34.31821299873087,114.27997650000009,BCR,19/20,1285
305,M,-62.04156771008172,-34.30988113790414,113.31997650000005,BCR,19/20,1287
307,s,-62.04108528765585,-34.306413713621964,112.1199765,BCR,19/20,1289
309,S,-62.03468384948002,-34.29353971618491,121.7299764999999,BCR,19/20,1291
310,M,-62.04050271762628,-34.28579885473334,120.7699765000001,BCR,19/20,1292
311,s,-62.03105470730884,-34.27715914068176,115.4799764999999,BCR,19/20,1293
312,M,-62.03680900233354,-34.274776282599305,114.99997649999989,BCR,19/20,1294
